rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,len,seq,sysid,compid,msgid,fromlcm,payload64
1402603687090362019,,356,,0,0,'',20,72,1,50,74,False,"[0, 9223372036854775808L]"
1402603687296381379,,357,,0,0,'',28,73,1,50,30,False,"[4219146292703560715, 13828850971717001254L, 13655667444990844998L]"
1402603687301351380,,358,,0,0,'',20,74,1,50,74,False,"[0, 9223372036854775808L]"
1402603687325299012,,359,,0,0,'',28,75,1,50,30,False,
1402603687330283419,,360,,0,0,'',20,76,1,50,74,False,"[0, 9223372036854775808L]"
1402603687332306656,,361,,0,0,'',9,77,1,50,0,False,[349323648827588608]
1402603687439325361,,362,,0,0,'',31,78,1,50,1,False,"[17179869188, 3288756419616047108, 65436]"
1402603687451368825,,363,,0,0,'',62,79,1,50,105,False,"[34007843, 13800785915973684869L, 13513910666465983527L, 13627469271002877696L, 4478184445038394682, 4935106394130116583, 4691596938691215360]"
1402603687578182951,,364,,0,0,'',20,89,1,50,74,False,"[0, 9223372036854775808L]"
1402603687584213994,,365,,0,0,'',28,90,1,50,30,False,"[4334378285275317756, 13829284381161839446L, 4441741366193597588]"
1402603687589182461,,366,,0,0,'',20,91,1,50,74,False,"[0, 9223372036854775808L]"
1402603687700201127,,367,,0,0,'',28,92,1,50,32,False,
1402603687807070460,,368,,0,0,'',20,96,1,50,74,False,"[0, 9223372036854775808L]"
1402603687813082182,,369,,0,0,'',28,97,1,50,30,False,"[4340423808226723528, 13829622145975368865L, 13549080265927893495L]"
1402603687818053914,,370,,0,0,'',20,98,1,50,74,False,"[0, 9223372036854775808L]"
1402603687841054091,,371,,0,0,'',28,99,1,50,30,False,"[4360562854043092777, 13829742568268962481L, 13581500949000933050L]"
1402603687845979785,,372,,0,0,'',20,100,1,50,74,False,"[0, 9223372036854775808L]"
1402603687851916541,,373,,0,0,'',28,101,1,50,32,False,
1402603687861844442,,374,,0,0,'',15,102,1,50,52,False,[0]
1402603687866904992,,375,,0,0,'',20,103,1,50,58,False,"[4439398786942404467, 13829209962270442558L]"
1402603687955990048,,376,,0,0,'',28,104,1,50,30,False,"[4347706737025910677, 13829898634496737427L, 13559706311409774853L]"
1402603687961066598,,377,,0,0,'',20,105,1,50,74,False,"[0, 9223372036854775808L]"
1402603687966912855,,378,,0,0,'',28,106,1,50,30,False,"[4335343020829345777, 13830043847340397847L, 13676192213235178709L]"
1402603688051847212,,379,,0,0,'',20,107,1,50,74,False,"[0, 9223372036854775808L]"
